# metadata = 1695923608885.json
# taxonomy hierarchy = ["CCN20230722_CLAS", "CCN20230722_SUBC", "CCN20230722_CLUS"]
# readable taxonomy hierarchy = ["class", "subclass", "cluster"]
cell_id,class_label,class_name,class_bootstrapping_probability,subclass_label,subclass_name,subclass_bootstrapping_probability,cluster_label,cluster_name,cluster_alias,cluster_bootstrapping_probability
20190625_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,1.0000
20190625_sample_2,CS20230722_CLAS_06,06 CTX-CGE GABA,0.9400,CS20230722_SUBC_049,049 Lamp5 Gaba,0.9600,CS20230722_CLUS_0722,0722 Lamp5 Gaba_4,713,0.9600
20190625_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,0.9900
20190625_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0673,0673 Sncg Gaba_3,639,1.0000
20190625_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,0.6200
20190625_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190625_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0645,0645 Vip Gaba_6,626,1.0000
20190625_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0632,0632 Vip Gaba_3,636,1.0000
20190625_sample_10,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0643,0643 Vip Gaba_5,632,1.0000
20190625_sample_11,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,1.0000
20190625_sample_12,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0648,0648 Vip Gaba_6,640,0.8400
20190625_sample_13,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0642,0642 Vip Gaba_5,631,1.0000
20190626_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,1.0000
20190626_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0642,0642 Vip Gaba_5,631,0.7900
20190626_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,0.9200
20190627_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0447,0447 L6 CT CTX Glut_3,61,1.0000
20190627_sample_2,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190627_sample_4,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_032,032 L5 NP CTX Glut,1.0000,CS20230722_CLUS_0465,0465 L5 NP CTX Glut_2,77,1.0000
20190627_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0740,0740 Pvalb Gaba_3,599,0.9800
20190627_sample_8,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.9900,CS20230722_CLUS_0096,0096 L4/5 IT CTX Glut_5,185,0.9800
20190628_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0813,0813 Sst Gaba_14,552,0.7600
20190628_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0754,0754 Pvalb Gaba_8,601,1.0000
20190628_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0777,0777 Sst Gaba_4,496,1.0000
20190628_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0814,0814 Sst Gaba_14,559,1.0000
20190628_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0792,0792 Sst Gaba_7,506,1.0000
20190628_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0736,0736 Pvalb Gaba_1,594,1.0000
20190628_sample_7,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0803,0803 Sst Gaba_10,521,1.0000
20190703_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,1.0000
20190703_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,1.0000
20190703_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20190703_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0742,0742 Pvalb Gaba_3,606,1.0000
20190703_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0736,0736 Pvalb Gaba_1,594,1.0000
20190703_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,1.0000
20190703_sample_10,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0736,0736 Pvalb Gaba_1,594,1.0000
20190703_sample_12,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,0.9400
20190703_sample_13,CS20230722_CLAS_08,08 CNU-MGE GABA,1.0000,CS20230722_SUBC_056,056 Sst Chodl Gaba,1.0000,CS20230722_CLUS_0859,0859 Sst Chodl Gaba_4,767,1.0000
20190703_sample_14,CS20230722_CLAS_05,05 OB-IMN GABA,0.3600,CS20230722_SUBC_044,044 OB Dopa-Gaba,0.5800,CS20230722_CLUS_0590,0590 OB Dopa-Gaba_2,1373,0.9800
20190703_sample_15,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0811,0811 Sst Gaba_13,503,1.0000
20190704_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0793,0793 Sst Gaba_7,507,1.0000
20190704_sample_12,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0642,0642 Vip Gaba_5,631,0.6300
20190704_sample_14,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,1.0000
20190705_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,0.8800,CS20230722_SUBC_046,046 Vip Gaba,0.9000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,1.0000
20190705_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,0.7100
20190705_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0631,0631 Vip Gaba_2,662,0.9900
20190705_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,0.8800,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,1.0000
20190705_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0642,0642 Vip Gaba_5,631,0.7900
20190708_sample_3,CS20230722_CLAS_34,34 Immune,1.0000,CS20230722_SUBC_334,334 Microglia NN,1.0000,CS20230722_CLUS_5312,5312 Microglia NN_1,5283,1.0000
20190708_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0747,0747 Pvalb Gaba_4,590,1.0000
20190708_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,0.8600,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,1.0000
20190708_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,1.0000
20190708_sample_8,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0047,0047 L6 IT CTX Glut_3,133,0.9700
20190708_sample_12,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,1.0000
20190709_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190709_sample_2,CS20230722_CLAS_06,06 CTX-CGE GABA,0.9800,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,0.9700
20190709_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,1.0000
20190709_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0682,0682 Sncg Gaba_6,624,1.0000
20190709_sample_10,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0642,0642 Vip Gaba_5,631,1.0000
20190709_sample_11,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0638,0638 Vip Gaba_4,615,1.0000
20190709_sample_12,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190709_sample_13,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,0.6000
20190709_sample_14,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0642,0642 Vip Gaba_5,631,0.9900
20190710_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0810,0810 Sst Gaba_13,495,1.0000
20190710_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0811,0811 Sst Gaba_13,503,0.5800
20190710_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0814,0814 Sst Gaba_14,559,0.5700
20190710_sample_6,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0813,0813 Sst Gaba_14,552,1.0000
20190710_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0627,0627 Vip Gaba_2,633,1.0000
20190710_sample_10,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0645,0645 Vip Gaba_6,626,1.0000
20190712_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0425,0425 L6b CTX Glut_1,31,1.0000
20190712_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0820,0820 Sst Gaba_16,513,1.0000
20190712_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,0.6900,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0761,0761 Sst Gaba_1,557,0.6700
20190712_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190712_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,0.9600,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0707,0707 Lamp5 Gaba_1,702,0.8400
20190712_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190715_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190715_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190715_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190715_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190715_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,1.0000
20190715_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190715_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0643,0643 Vip Gaba_5,632,1.0000
20190715_sample_10,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0669,0669 Sncg Gaba_2,642,1.0000
20190715_sample_11,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,0.9900
20190716_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,0.9700,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0812,0812 Sst Gaba_14,558,0.9900
20190716_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,0.8300,CS20230722_SUBC_046,046 Vip Gaba,0.7000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,0.9500
20190716_sample_5,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0812,0812 Sst Gaba_14,558,1.0000
20190716_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,0.7700
20190716_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190716_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190717_sample_1,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0780,0780 Sst Gaba_4,499,1.0000
20190717_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0814,0814 Sst Gaba_14,559,1.0000
20190717_sample_3,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0820,0820 Sst Gaba_16,513,0.9900
20190718_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190718_sample_2,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0432,0432 L6b CTX Glut_3,34,1.0000
20190718_sample_3,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0431,0431 L6b CTX Glut_3,33,1.0000
20190718_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0661,0661 Vip Gaba_11,616,1.0000
20190718_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0638,0638 Vip Gaba_4,615,1.0000
20190718_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0632,0632 Vip Gaba_3,636,1.0000
20190718_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0680,0680 Sncg Gaba_5,685,1.0000
20190718_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,1.0000
20190718_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0627,0627 Vip Gaba_2,633,1.0000
20190719_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0442,0442 L6 CT CTX Glut_2,65,1.0000
20190719_sample_2,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,1.0000,CS20230722_CLUS_0096,0096 L4/5 IT CTX Glut_5,185,1.0000
20190719_sample_4,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,1.0000,CS20230722_CLUS_0081,0081 L4/5 IT CTX Glut_2,187,0.9500
20190719_sample_5,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,1.0000,CS20230722_CLUS_0069,0069 L4/5 IT CTX Glut_1,174,1.0000
20190719_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_004,004 L6 IT CTX Glut,1.0000,CS20230722_CLUS_0039,0039 L6 IT CTX Glut_2,108,1.0000
20190719_sample_9,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,1.0000,CS20230722_CLUS_0097,0097 L4/5 IT CTX Glut_5,196,1.0000
20190719_sample_10,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_006,006 L4/5 IT CTX Glut,0.9900,CS20230722_CLUS_0070,0070 L4/5 IT CTX Glut_1,175,1.0000
20190722_sample_1,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0429,0429 L6b CTX Glut_2,30,1.0000
20190722_sample_6,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0426,0426 L6b CTX Glut_1,32,0.9700
20190722_sample_7,CS20230722_CLAS_02,02 NP-CT-L6b Glut,0.9400,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0441,0441 L6 CT CTX Glut_2,57,1.0000
20190722_sample_8,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,0.6000,CS20230722_CLUS_0760,0760 Sst Gaba_1,556,1.0000
20190724_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,1.0000
20190724_sample_2,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_030,030 L6 CT CTX Glut,1.0000,CS20230722_CLUS_0444,0444 L6 CT CTX Glut_2,70,1.0000
20190724_sample_4,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190724_sample_5,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0645,0645 Vip Gaba_6,626,1.0000
20190724_sample_6,CS20230722_CLAS_01,01 IT-ET Glut,1.0000,CS20230722_SUBC_005,005 L5 IT CTX Glut,0.5900,CS20230722_CLUS_0061,0061 L5 IT CTX Glut_3,192,1.0000
20190724_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0632,0632 Vip Gaba_3,636,0.7600
20190724_sample_10,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,0.5800
20190724_sample_12,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,0.9800,CS20230722_CLUS_0662,0662 Vip Gaba_12,618,0.7700
20190724_sample_16,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,0.9800
20190725_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0673,0673 Sncg Gaba_3,639,1.0000
20190725_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,1.0000
20190725_sample_4,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_053,053 Sst Gaba,1.0000,CS20230722_CLUS_0783,0783 Sst Gaba_5,504,0.5500
20190725_sample_5,CS20230722_CLAS_02,02 NP-CT-L6b Glut,1.0000,CS20230722_SUBC_029,029 L6b CTX Glut,1.0000,CS20230722_CLUS_0434,0434 L6b CTX Glut_3,36,1.0000
20190725_sample_6,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0639,0639 Vip Gaba_4,617,1.0000
20190725_sample_7,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_046,046 Vip Gaba,0.9500,CS20230722_CLUS_0652,0652 Vip Gaba_8,663,1.0000
20190725_sample_8,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,0.9800,CS20230722_CLUS_0671,0671 Sncg Gaba_2,664,1.0000
20190725_sample_9,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_047,047 Sncg Gaba,1.0000,CS20230722_CLUS_0673,0673 Sncg Gaba_3,639,1.0000
20190725_sample_10,CS20230722_CLAS_06,06 CTX-CGE GABA,0.6100,CS20230722_SUBC_046,046 Vip Gaba,1.0000,CS20230722_CLUS_0641,0641 Vip Gaba_5,630,1.0000
20190726_sample_1,CS20230722_CLAS_06,06 CTX-CGE GABA,0.9400,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
20190726_sample_2,CS20230722_CLAS_07,07 CTX-MGE GABA,1.0000,CS20230722_SUBC_052,052 Pvalb Gaba,1.0000,CS20230722_CLUS_0744,0744 Pvalb Gaba_4,596,1.0000
20190726_sample_3,CS20230722_CLAS_06,06 CTX-CGE GABA,1.0000,CS20230722_SUBC_049,049 Lamp5 Gaba,1.0000,CS20230722_CLUS_0709,0709 Lamp5 Gaba_1,704,1.0000
